ID,Ring,Early Trophozoite,Late Trophozoite,Schizont,Gametocyte II,Gametocyte V,Ookinete
PF3D7_0933400,2.0696,1.7685,11.9306,3.2778,38.5646,114.4742,22.5387
PF3D7_0933500,4.4846,7.7212,43.7651,13.9865,12.5985,44.2718,45.6205
PF3D7_0933600,63.7808,134.168,184.7161,122.2103,82.3078,24.3174,128.8549
PF3D7_0933700,0.5642,0.2857,21.4994,9.5322,5.548,121.5639,45.3773
PF3D7_0933800,3.593,0.5386,3.4287,0.5324,1.2949,5.6634,0
PF3D7_0933900,42.1434,72.8677,113.5461,66.3543,179.341,123.5847,50.1681
PF3D7_0934000,7.522,8.4675,15.1442,4.7232,3.1925,16.6837,6.5278
PF3D7_0934100,30.3519,28.3807,29.1171,8.0637,9.537,19.2283,16.3254
PF3D7_0934200,2.1449,0.7241,12.2121,6.0392,87.8759,109.7731,9.5831
PF3D7_0934300,3.8132,0.543,35.509,20.8019,141.1037,167.0942,22.3605
PF3D7_0934400,13.8491,40.1057,185.0521,129.1648,662.741,337.5907,955.9586
PF3D7_0934500,70.3293,141.1111,235.9469,108.7636,204.5638,78.0423,197.6177
PF3D7_0934600,9.9417,1.3984,5.3699,4.1468,8.5338,98.9883,34.5465
PF3D7_0934700,50.0356,119.9301,245.4804,568.4856,68.9727,151.6003,211.2726
PF3D7_0934800,10.0431,2.0805,166.421,294.1965,10.4733,16.2974,135.9702
PF3D7_0934900,18.3645,2.3004,3.0478,1.8142,2.0364,9.574,3.4546
PF3D7_0935000,77.3046,51.7707,84.9773,26.765,70.6683,128.7493,38.4641
PF3D7_0935100,91.0417,44.1712,86.4242,18.7888,25.1074,78.3461,38.3324
PF3D7_0935200,45.8592,41.5103,90.6298,17.0679,12.3253,26.9362,28.4376
PF3D7_0935300,11.9789,1.7331,15.7386,9.6364,32.4503,71.5107,7.6455
PF3D7_0935400,4.1175,3.568,73.9703,30.3707,36.2902,49.8685,12.4367
PF3D7_0935500,15.786,5.6576,88.8636,34.1174,32.2064,99.3111,61.091
PF3D7_0935600,398.8997,5.8734,15.8272,5.3473,4.5017,6.1097,40.0012
PF3D7_0935700,32.6212,21.2205,6.7256,5.1811,1.2336,23.4574,67.266
PF3D7_0935800,6.1236,0.8475,202.1782,194.4794,1.3667,2.3372,37.2128
PF3D7_0935900,2033.4734,336.5611,27.2766,1.3721,4.7232,3.7109,48.336
PF3D7_0936000,800.6754,133.8209,15.8806,0,4.2444,1.0203,29.4554
PF3D7_0936100,21.0709,1.9088,27.4302,8.7084,4.0729,1.9746,23.3188
PF3D7_0936200,13.8823,87.2338,17.4814,1.0152,78.0619,328.8148,26.5811
PF3D7_0936300,1502.0827,303.0193,44.9621,2.6964,20.4022,13.6363,49.9181
PF3D7_0936400,14.4039,7.8676,2.0413,0,28.8139,75.295,56.3991
PF3D7_0936500,3.0781,0.5082,0.211,0,40.8864,119.3067,3.5875
PF3D7_0936600,69.4753,23.4147,9.757,0.3287,155.976,455.516,82.9464
PF3D7_0936700,5.3841,0.2441,0.19,0,0,0.2238,0
PF3D7_0936800,715.675,149.4965,57.575,0.7653,14.4145,4.039,20.6469
PF3D7_0936900,2.8678,0.5082,0.6782,0,0.7049,0.6213,0
PF3D7_0937000,1.7495,0.0738,0,0,0.6143,7.1303,0
PF3D7_0937100,1.0747,0.102,0,0,0.5661,1.1228,0
PF3D7_0937200,5.0541,0,0.2298,0,6.6555,8.3939,5.2109
PF3D7_0937300,4.1156,0.071,0.8848,0,0.6897,1.216,2.5074
PF3D7_0937400,2.1264,2.8632,1.9048,11.4298,1.5273,0.6282,2.5909
PF3D7_0937500,3.1034,1.2143,4.2998,0.2647,3.6656,1.9212,0
PF3D7_0937600,0.5552,0.1606,0.125,0,0.0835,0.0982,0
PF3D7_0937700,2.5529,14.9388,0.969,1.0648,2.1914,1.317,0
PF3D7_0937800,13.5343,7.2114,5.2196,1.5138,3.8356,2.1398,1.4413
PF3D7_1000100,11.1434,4.1732,5.0284,2.6655,1.3243,1.1097,2.4962
PF3D7_1000200,8.699,4.6182,4.9404,0.79,2.7591,0.7817,0
PF3D7_1000300,1.2067,0.1527,0.2378,0,0.2118,0.1867,0
PF3D7_1000400,1.403,20.3911,0.5161,0.79,0,0.0868,0
PF3D7_1000500,1.9749,11.1436,0.5189,0.2647,0.2972,0.2619,0
PF3D7_1000600,4.9983,77.1736,8.5624,2.4357,0.6075,0.714,0
PF3D7_1000700,1.204,1.2803,0.3796,0,0,0.2236,0
PF3D7_1000800,1.9001,0.2706,5.8979,0,0,0.3308,0
PF3D7_1000900,1.6383,0.2963,0.3075,0,0,0.1448,0
PF3D7_1001000,11.8486,68.0125,15.6068,1.2668,2.528,4.4568,0
PF3D7_1001100.1,12.7437,3.7877,2.708,0,0.2334,1.2348,5.9411
PF3D7_1001100.2,9.9973,1.6765,2.354,0,0.1367,1.3262,3.4804
PF3D7_1001200,17.5892,107.7544,99.7739,21.5319,1.6112,2.1304,35.8752
PF3D7_1001300,3.9909,0.7578,6.0956,0.3511,0,0.2316,0
PF3D7_1001400,80.3101,20.2957,6.9914,0.1062,0.3975,0.9111,3.0349
PF3D7_1001500,1228.4939,351.915,34.5418,0.9071,7.4671,2.6926,116.5944
PF3D7_1001600,6.6495,6.4346,375.2636,116.6923,1.1035,1.3956,17.7028
PF3D7_1001700,67.1159,9.206,40.1694,41.0961,1.7847,3.0254,13.9738
PF3D7_1001800,42.7951,2.9367,28.6914,22.1465,0.1404,1.4856,0
PF3D7_1001900,85.5455,5.1524,7.724,1.7684,0.397,0.6999,1.6836
PF3D7_1002000,16.2875,0.2249,0.8754,0.2084,0.0779,0.6187,0.9922
PF3D7_1002100,365.9091,104.3831,54.6435,13.0213,1.392,0.818,17.7105
PF3D7_1002200,16.1198,127.4319,50.1022,5.5983,6.9199,4.2203,13.8009
PF3D7_1002300,2.2605,1.0424,1.0182,0,0.2551,1.4244,0
PF3D7_1002400.1,549.8894,393.8014,493.1944,201.0555,50.9368,125.0964,136.7292
PF3D7_1002400.2,554.201,396.99,497.0768,202.6835,51.3492,126.1093,137.8363
PF3D7_1002500,134.1869,48.7836,61.7181,26.0559,74.0936,96.7648,42.1724
PF3D7_1002600,2.8892,3.1964,8.8133,3.5368,2.7128,23.7384,2.5255
PF3D7_1002700,2.6879,1.4543,18.1417,6.7386,2.211,17.3699,15.2991
PF3D7_1002800,2.3669,1.9461,4.2703,1.1679,5.3982,27.9616,19.6231
PF3D7_1002900,61.9804,12.1827,88.5055,33.6772,465.6564,448.8374,134.8123
PF3D7_1003000,3.0067,0.2283,12.3684,20.7792,6.5941,21.753,24.9125
PF3D7_1003100,3.2964,5.8424,193.4557,172.2215,1920.0467,132.3101,19.6369
PF3D7_1003200,3.4796,5.6825,10.4235,2.4492,95.491,74.4797,4.6637
PF3D7_1003300,29.3378,30.2307,50.3785,22.4115,38.0943,82.1533,15.2411
PF3D7_1003400,3.1386,0.567,7.4226,11.3685,3.217,21.3156,13.8708
PF3D7_1003500,400.5931,738.9389,524.8636,102.0867,600.3712,244.9214,258.6633
PF3D7_1003600,9.1308,8.7163,169.5425,214.7009,14.4287,367.5805,1538.0547
PF3D7_1003700,8.0012,6.5621,11.1481,2.7692,5.2086,30.9052,14.2514
PF3D7_1003800,47.0422,59.1047,43.6754,7.213,14.7991,13.0713,13.2064
PF3D7_1003900,4.503,1.762,0.8605,0,11.2126,35.3534,0
PF3D7_1004000,277.3399,486.8129,346.4594,39.0916,318.7158,122.0862,232.0402
PF3D7_1004100,4.3823,1.1095,1.0594,0.0822,1.6928,5.3718,1.5663
PF3D7_1004200,6.2572,12.04,31.8442,17.6827,4.6702,16.4563,15.3189
PF3D7_1004300,119.8633,42.3212,123.6667,45.6501,13.3533,60.339,157.521
PF3D7_1004400,35.1515,213.8127,95.6168,27.356,17.4338,14.744,97.4046
PF3D7_1004500,1.3712,1.3019,15.5393,12.5479,20.405,24.1943,13.7845
PF3D7_1004600,2.6419,0.5628,11.7848,5.6242,8.3496,37.2189,99.753
PF3D7_1004700,3.7652,2.7613,15.2504,6.9456,24.2099,253.193,60.9075
PF3D7_1004800,7.9592,15.4241,35.7156,23.2715,30.8519,62.8241,60.1777
PF3D7_1004900,2.5009,3.2211,32.2305,5.8169,41.2389,86.8391,453.261
PF3D7_1005000,10.2532,6.0261,9.7651,3.2656,2.346,11.2877,13.0585
PF3D7_1005100,34.673,13.9623,5.234,1.2981,7.0269,55.2904,26.3676
PF3D7_1005200,8.4183,0,0.8848,0,67.9925,539.9273,361.0667
PF3D7_1005300,2.5287,0.3841,0.8771,0,4.1558,11.9292,14.9132
PF3D7_1005400,2.2154,0.0989,0.3082,1.1007,3.1577,7.7452,12.2271
PF3D7_1005500,19.1378,27.802,81.1797,20.4621,8.8858,64.7267,75.565
PF3D7_1005600,39.2929,34.5882,18.3786,4.1794,4.5993,19.2981,103.5745
PF3D7_1005700,1.8906,0.9915,3.2646,0.6337,1.6123,11.3281,13.8767
PF3D7_1005800,2.4525,0.1164,12.2046,21.1477,12.2727,51.5287,36.9815
PF3D7_1005900,3.5562,0.9142,36.8756,12.6313,4.6685,14.6319,343.1837
PF3D7_1006000,6.4376,0.6189,2.955,1.1471,14.9374,137.4973,394.2913
PF3D7_1006100,4.8597,1.0335,14.5579,1.6419,166.9012,96.5757,156.3277
PF3D7_1006200,1953.7338,2463.8947,3016.57,552.4437,2861.6094,625.3019,613.2005
PF3D7_1006300,5.316,0.9177,1.3334,0,128.808,2815.6541,336.8284
PF3D7_1006400,2.8763,1.6386,6.2985,0.8998,2.3988,12.2423,70.144
PF3D7_1006500,3.4687,3.2934,10.4252,0.6104,5.5955,41.6737,98.7965
PF3D7_1006600,7.7125,15.8037,31.2479,5.555,34.2004,135.2451,209.1488
PF3D7_1006700,25.1002,31.7301,23.43,1.2756,27.3017,89.9526,108.0927
PF3D7_1006800,1173.0636,952.5621,1022.0282,382.3618,253.6297,74.1742,236.0211
PF3D7_1006900,30.0511,27.2713,86.2807,17.3674,201.1127,345.3005,76.3163
PF3D7_1007000,8.399,10.4303,29.9526,6.3812,52.5274,139.1531,101.8526
PF3D7_1007100,3.2714,2.259,14.7701,1.6747,36.3435,95.5559,63.7781
PF3D7_1007200,3.5147,0.6229,122.7436,190.1679,5.3072,6.3101,40.0425
PF3D7_1007300,2.7428,0.3676,12.6764,18.3221,1.5297,6.4424,89.383
PF3D7_1007400,6.1683,6.4874,23.191,30.2817,7.8312,22.6185,175.9516
PF3D7_1007500,45.3306,14.5488,26.172,7.1904,55.826,165.7114,12.836
PF3D7_1007600,41.4389,32.9177,93.0136,14.2502,158.6241,134.2427,38.1581
PF3D7_1007700,20.8819,236.3017,466.1089,254.122,4.0372,10.3326,95.4352
PF3D7_1007800,6.3569,2.5159,1.1605,0.3768,3.8419,24.1409,21.5251
PF3D7_1007900,126.9032,64.4725,94.0899,13.5069,11.59,21.6207,38.579
PF3D7_1008000,36.8136,37.169,38.9556,15.2306,4.3279,17.9618,20.1835
PF3D7_1008100,48.2485,59.7254,33.2024,20.8447,5.1741,16.2651,32.794
PF3D7_1008200,5.0092,0.9512,13.5388,5.2888,5.4655,13.4565,7.1934
PF3D7_1008300,5.7993,0.7341,1.5239,0,9.1642,12.5658,0
PF3D7_1008400,112.6028,74.8172,348.2241,115.8624,104.174,42.4593,181.7731
PF3D7_1008500,16.9821,2.914,25.8652,13.3698,5.059,24.913,28.0473
PF3D7_1008600,3.1717,0.2834,3.6034,2.1012,9.5327,62.4588,36.2599
PF3D7_1008700,46.8108,118.6994,2725.5622,1658.0268,1002.4741,206.7694,415.139
PF3D7_1008800,114.8269,116.6308,62.4476,4.3773,26.5177,40.6996,157.7746
PF3D7_1008900,77.7541,139.8741,214.8141,43.9455,61.0947,35.5035,107.478
PF3D7_1009000,26.3184,15.9543,8.1792,1.425,3.1991,11.1624,10.1755
PF3D7_1009100,2.6197,1.0715,0.3706,0,7.9258,146.0913,5.402
PF3D7_1009200,17.5119,5.915,5.3003,1.6043,4.562,12.9107,23.4207
PF3D7_1009300,10.9425,8.3996,12.4143,14.671,131.44,60.4846,23.28
PF3D7_1009400,16.9666,45.4339,74.432,21.0514,25.8516,13.8862,14.1326
PF3D7_1009500,2.7762,8.2946,29.1082,17.9785,15.4036,53.9683,73.1816
PF3D7_1009600,4.4829,18.9174,14.6968,0.4006,5.1724,23.1273,45.7794
PF3D7_1009700,7.537,1.6697,42.9774,96.3787,8.1386,69.5238,39.5663
PF3D7_1009800,22.0771,14.9627,6.3379,2.3291,8.7965,25.6625,6.9298
PF3D7_1009900,10.2603,4.6083,4.7123,0.5024,6.4854,33.0579,13.1542
PF3D7_1010000,14.4712,17.5378,56.7832,23.348,18.8423,26.2725,198.3195
PF3D7_1010100,40.1492,9.0163,33.1181,9.8297,80.1791,261.5239,182.4956
PF3D7_1010200,100.3601,64.5101,17.8296,2.0765,3.7852,11.3795,11.4059
PF3D7_1010300,90.6451,17.5461,108.3381,60.9227,16.0181,67.3398,129.3316
PF3D7_1010400,12.2977,1.8102,13.8278,16.9099,11.6498,38.8632,173.7736
PF3D7_1010500,3.6842,0.7773,7.4223,34.5777,84.3107,118.2248,35.6641
PF3D7_1010600,657.224,318.8233,459.9186,144.5391,177.0377,130.2633,83.6552
PF3D7_1010700,197.7472,171.0892,311.4072,112.8408,761.1203,310.5727,66.6254
PF3D7_1010800,3.3636,3.6121,12.8008,6.5313,24.6822,52.2381,37.3102
PF3D7_1010900,5.0702,5.6636,15.3609,1.9594,20.9467,90.3819,58.6303
PF3D7_1011000,4.3195,2.3696,62.4275,31.0802,252.3001,76.4351,67.5443
PF3D7_1011100,3.5715,3.2232,4.1814,1.593,1.043,3.7763,2.8437
PF3D7_1011200.1,11.8004,21.8337,28.1458,3.4076,49.407,40.1795,20.2772
PF3D7_1011200.2,11.8004,21.8337,28.1458,3.4076,49.0882,39.8986,20.2772
PF3D7_1011300,5.9881,2.6635,9.1859,5.3162,11.3096,52.5512,9.3998
PF3D7_1011400,16.7583,19.6284,76.24,27.374,50.6726,136.4955,114.8798
PF3D7_1011500,26.8878,20.7237,24.469,12.2462,66.2322,112.1749,1454.781
PF3D7_1011600,4.948,6.3853,5.4525,2.3968,3.3069,10.2766,2.1393
PF3D7_1011700,48.0007,57.7401,74.8354,16.3283,35.7169,51.3682,72.9462
PF3D7_1011800,294.576,664.0042,216.2421,55.5165,51.7054,143.4777,459.4231
PF3D7_1011900,9.5518,7.2553,46.5239,22.0913,28.99,52.9034,15.2411
PF3D7_1012000,26.8757,16.8653,49.3534,43.7233,6.5626,49.1295,79.32
PF3D7_1012100,4.3046,8.038,38.1054,58.3276,3.5901,17.9882,48.0801
PF3D7_1012200,3.2459,0.3944,70.8274,252.6025,12.1733,21.0994,62.6477
PF3D7_1012300,5.7692,0.9586,87.1231,44.1627,205.3162,256.3215,77.3269
PF3D7_1012400,645.5267,2527.287,2303.0803,450.1567,241.1135,109.1931,253.2914
PF3D7_1012500,17.9838,17.8427,53.1981,8.5765,3.2707,15.6121,25.9098
PF3D7_1012600,103.199,36.6507,34.4358,2.9954,6.3292,3.7193,8.388
PF3D7_1012700,9.1644,7.4754,20.1676,7.7613,3.4389,8.2408,16.529
PF3D7_1012800,3.7008,0.9166,2.854,0.3397,3.7292,11.1318,0.5391
PF3D7_1012900,222.9321,142.3492,99.2098,25.1997,27.5166,61.741,42.8431
PF3D7_1013000,5.0758,6.5441,10.6878,5.6412,3.729,26.9165,9.8467
PF3D7_1013100,57.5374,30.6946,17.3208,2.4071,3.6626,47.7406,20.244
PF3D7_1013200,4.4434,50.6271,27.662,16.2823,2.0307,10.7404,17.9544
PF3D7_1013300,7.4128,6.0508,8.5474,4.0496,1.6317,5.9076,1.4829
PF3D7_1013400,3.4447,1.1592,5.706,1.8415,1.6077,8.6247,9.3509
PF3D7_1013500,6.4018,14.9695,20.8003,8.6943,3.3324,12.799,16.4881
PF3D7_1013600,2.471,1.9949,18.5972,8.97,3.1106,14.8067,6.0406
PF3D7_1013700,3.0809,3.7167,14.5723,4.082,53.6488,120.666,24.2905
PF3D7_1013800,4.2869,1.6281,40.2723,46.6716,3.7635,7.8956,38.3061
PF3D7_1013900,30.1026,16.6449,25.9248,13.6702,12.0029,12.8347,7.3752
PF3D7_1014000,2.7231,0.4596,5.2475,0.8519,1.5937,12.0819,0
PF3D7_1014100,2.342,0.3267,6.4054,11.3715,0.4783,3.6395,12.4922
PF3D7_1014200,1.9157,0.2672,1.1403,0.11,1.1944,1.5974,2.6201
PF3D7_1014300,4.4737,8.2733,55.8402,21.7345,12.8298,43.445,27.042
PF3D7_1014400,13.8113,6.2619,9.7061,1.5072,3.3837,5.9653,1.435
PF3D7_1014500,3.319,2.1957,2.4476,0.4521,0.8177,3.3306,0.7175
PF3D7_1014600,107.3429,188.1893,194.8731,90.4867,13.5739,18.3048,67.0904
PF3D7_1014700,14.2606,53.1206,19.1562,2.8909,51.6801,77.9731,39.7568
PF3D7_1014800,2.2086,0.4114,2.0038,1.4079,2.1511,9.0938,3.9097
PF3D7_1014900,3.2659,0.823,19.526,27.5434,2.3473,52.89,101.8667
PF3D7_1015000,2.5383,1.928,5.2526,3.2756,7.6879,26.4194,11.3404
PF3D7_1015100,14.3741,7.8558,14.5097,7.1565,2.8623,20.2663,21.1455
PF3D7_1015200.1,24.3777,35.5133,33.0539,5.3464,2.2167,6.4338,11.0059
PF3D7_1015200.2,24.4137,35.5657,33.1027,5.3543,2.2199,6.4433,11.0222
PF3D7_1015200.3,27.3564,40.0459,37.3125,5.9375,2.5301,7.1805,12.5623
PF3D7_1015300,59.7847,50.0033,28.1186,2.6478,4.9536,4.9279,11.7044
PF3D7_1015400,4.1809,1.9122,22.6813,11.645,2.4627,8.4746,5.4229
PF3D7_1015500,1.5251,2.4027,3.6959,0.9542,0.8331,3.0948,0
PF3D7_1015600,21.1411,303.1527,225.4382,71.4964,19.3063,12.9026,19.2651
PF3D7_1015700.1,1.4498,0.8652,13.7967,4.082,4.3639,13.2711,2.776
PF3D7_1015700.2,1.3918,1.0572,16.58,5.225,5.7021,16.0843,4.1455
PF3D7_1015800,3.7281,4.9556,113.2315,29.1578,26.4016,41.0634,18.0443
PF3D7_1015900,748.4654,1814.9422,1624.0327,437.25,136.8686,23.1318,79.2946
PF3D7_1016000,3.6788,1.1061,7.069,7.5527,2.0185,44.7674,6.1635
PF3D7_1016100,2.4276,0.8195,0.6379,0,7.2461,26.8016,5.4229
PF3D7_1016200,20.2821,11.4013,8.3611,3.1434,8.2984,34.3281,1.6626
PF3D7_1016300,489.3379,270.3903,1067.3874,264.5792,91.9753,7.0499,117.0184
PF3D7_1016400,94.6338,120.1063,60.3466,6.7454,12.0186,8.5812,4.5873
PF3D7_1016500,3.1262,0.7915,1.5,0,0.8591,4.039,3.6435
PF3D7_1016600,10.5442,0.3559,9.5128,3.6285,7.2819,34.0529,6.2811
PF3D7_1016700,43.5474,15.7437,6.4367,0.3536,0.4411,3.6161,24.1326
PF3D7_1016800,54.7899,3.1884,9.2305,2.4881,3.9566,19.4899,32.5724
PF3D7_1016900,14.6845,30.5524,572.7646,71.9048,34647.7765,1693.8736,3050.7103
PF3D7_1017000,3.4637,10.8617,37.9765,8.7681,4.7201,6.787,59.2023
PF3D7_1017100,1.2307,0.1699,30.4291,30.5566,1.1786,2.9091,43.4886
PF3D7_1017200,1.5727,0.4479,8.2135,2.7675,1.1735,2.2515,2.6349
PF3D7_1017300.1,4.4252,6.1241,15.2443,9.046,4.2148,99.7514,167.376
PF3D7_1017300.2,4.3495,6.0192,14.8424,8.8911,4.0799,96.6601,162.9128
PF3D7_1017400,42.3233,24.8121,25.9748,2.3992,97.8513,187.8067,245.5622
PF3D7_1017500,11.8564,2.1535,120.6932,21.7711,214.5103,618.2411,428.3767
PF3D7_1017600,74.3532,48.6187,27.8535,3.8301,4.2615,18.9817,110.3569
PF3D7_1017700,6.6428,4.7454,4.5509,2.0039,2.9991,20.342,58.2972
PF3D7_1017800,9.3952,6.4855,8.3714,3.5327,5.2228,21.0015,1.6407
PF3D7_1017900,60.67,41.735,115.172,66.1508,16.6052,40.1141,43.8474
PF3D7_1018000,11.5366,4.4757,9.8768,3.4927,3.2017,26.3797,37.4099
PF3D7_1018100,2.3361,0.5603,1.8416,0.3461,3.3677,40.1905,26.3676
PF3D7_1018200,8.2694,1.8661,65.7213,188.3001,12.0779,40.3045,110.6221
PF3D7_1018300,37.8098,30.2804,33.4239,6.2677,6.7107,30.5312,103.7415
PF3D7_1018400,15.1362,4.0967,3.1544,1.4695,81.5614,2076.8702,51.3015
PF3D7_1018500,310.9897,403.7705,395.0451,305.2825,1482.9655,779.5331,383.0961
PF3D7_1018600,37.8098,33.4229,11.1737,3.9599,4.2718,24.4419,86.4206
PF3D7_1018700,139.128,90.6304,32.3411,14.8535,5.8532,33.7715,22.5666
PF3D7_1018800,26.8454,6.6728,4.6813,0.9672,6.8246,45.3009,6.5779
PF3D7_1018900,16.7914,4.8658,6.4271,1.7763,4.1922,61.6952,13.0091
PF3D7_1019000,120.2387,98.2843,70.7646,48.4965,19.6843,19.2047,135.2999
PF3D7_1019100,3.2649,0.274,8.2049,12.5446,4.0096,116.9539,226.5402
PF3D7_1019200,1.7398,0.2477,0.6857,1.5307,1.7182,36.4522,30.606
PF3D7_1019300,5.4276,1.4991,22.7626,15.7819,4.096,40.0283,48.1456
PF3D7_1019400,278.3684,469.9265,339.9846,47.6369,324.867,186.166,367.9678
PF3D7_1019500.1,5.211,1.0427,81.2528,49.6162,4.5747,16.3642,126.5453
PF3D7_1019500.2,5.211,1.0427,81.2528,49.6162,4.5747,16.3642,126.5453
PF3D7_1019600,3.0744,0.371,19.8648,21.6812,8.6269,96.0562,57.7676
PF3D7_1019700,3.5281,2.4094,13.7279,8.5667,5.1149,18.0948,91.974
PF3D7_1019800,2.758,6.2604,18.7082,12.1898,5.6758,30.0489,7.3073
PF3D7_1019900,8.9077,34.4651,105.5517,87.7814,256.3046,1344.9653,238.7854
PF3D7_1020000,88.2289,88.2102,87.5561,18.5021,152.6422,94.5358,277.2277
PF3D7_1020100,5.4582,2.332,4.3027,3.8419,605.5566,353.534,544.1075
PF3D7_1020200,2.7448,0.2886,4.8602,2.3779,12.3672,379.9827,1544.5937
PF3D7_1020300,4.1574,0.5492,11.1858,30.1545,64.1732,97.6501,153.8441
PF3D7_1020400,17.8604,10.2296,6.7436,0.9764,6.2109,20.0743,4.6482
PF3D7_1020500,8.8534,5.2652,6.2218,1.1594,2.2413,9.2411,12.8782
PF3D7_1020600,5.4598,2.3892,2.8393,0.6883,2.0431,12.4103,4.1504
PF3D7_1020700,21.7269,22.164,7.5811,0.8485,2.2513,13.7136,8.0789
PF3D7_1020800,14.3309,3.1749,6.1193,1.2227,48.4373,48.1911,310.676
PF3D7_1020900,273.7799,486.6376,1325.6969,2446.5664,1370.6032,357.3877,504.8156
PF3D7_1021000,4.4232,8.4368,37.426,26.2914,15.5325,22.8193,455.8382
PF3D7_1021100,7.2475,1.2,6.3983,3.6697,1.0402,4.6946,2.6468
PF3D7_1021200,3.0761,2.2982,51.4814,29.2491,16.5221,40.4605,541.4038
PF3D7_1021300,3.1354,0.2323,19.7136,8.828,6.2034,14.6292,41.0002
PF3D7_1021400,58.143,15.6876,64.4611,28.601,21.0481,22.8791,17.3011
PF3D7_1021500,23.2484,12.9628,9.949,3.3088,12.6495,116.0109,69.1691
PF3D7_1021600,30.7101,43.9504,148.4768,27.4613,338.6592,109.421,420.4467
PF3D7_1021700,4.7866,31.8879,16.2248,13.2651,4.7307,31.9767,31.4056
PF3D7_1021800,5.9698,3.6938,56.6452,51.3694,10.5995,23.6229,380.5194
PF3D7_1021900,15.8108,37.8169,117.4557,30.7894,15.4723,71.8598,116.0346
PF3D7_1022000,14.3865,18.0215,16.6465,2.0596,4.0843,22.5529,92.4911
PF3D7_1022100,70.395,8.8439,5.1695,1.5072,16.3545,36.7862,0
PF3D7_1022200,6.1307,11.2853,35.6158,12.1296,8.2041,26.6704,0
PF3D7_1022300,1.4943,0.5675,5.7216,1.202,24.6253,28.5457,10.0142
PF3D7_1022400,170.365,360.7079,237.0506,74.8864,19.7226,13.0088,61.4338
PF3D7_1022500,15.362,5.7172,47.2734,17.8917,7.7343,14.38,28.1149
PF3D7_1022600,23.4054,16.9486,5.7197,0.7688,1.9314,15.4678,20.9138
PF3D7_1022700,48.9161,3.6389,49.8913,58.5692,19.1253,121.4051,162.2183
PF3D7_1022800,2.9945,0.9931,24.8036,10.4501,1.7328,2.8983,14.1326
PF3D7_1022900,5.2632,4.2199,92.6636,22.2285,524.5932,112.6855,66.6254
PF3D7_1023000,2.5214,2.5536,8.0833,7.3359,20.2763,107.5514,54.0727
PF3D7_1023100,2.0248,0.302,0.6124,0.0344,1.044,7.4815,24.6799
PF3D7_1023200,34.6886,10.6863,11.5139,1.5118,15.2736,52.258,5.7577
PF3D7_1023300,5.6543,1.3215,41.8311,4.8985,55.4434,538.8068,116.5944
PF3D7_1023400,7.2787,1.6181,49.6824,9.4971,128.1119,426.159,21.4153
PF3D7_1023500,3.5506,0.809,11.196,1.9993,39.2751,248.2768,19.0358
PF3D7_1023600,2.0348,0.4121,2.0318,0.9548,6.0737,49.7596,11.8185
PF3D7_1023700,2.2493,0.244,0.1809,0.1292,1.9827,6.65,1.2305
PF3D7_1023800,4.7741,0.3486,2.2436,1.8094,2.5147,6.0105,1.2305
PF3D7_1023900,340.7379,790.2265,592.2932,478.5212,35.4125,46.396,369.1516
PF3D7_1024000,8.8984,15.9887,28.6881,5.8747,3.4911,16.5265,220.4396
PF3D7_1024100,3.0859,2.0809,6.33,0.7092,1.7913,10.4978,81.0357
PF3D7_1024200,2.5934,4.104,23.5116,6.0851,159.6052,51.3784,57.9351
PF3D7_1024300,3.7186,1.614,28.2678,2.2435,112.4889,795.4734,96.1236
PF3D7_1024400,1.8677,0.2101,5.5078,0.9738,4.2997,24.8605,32.4517
PF3D7_1024500,3.02,0.7978,14.6984,1.8484,9.2679,38.8966,17.5991
PF3D7_1024600,3.5277,2.1923,10.4285,1.1286,7.7705,30.1531,68.7746
PF3D7_1024700,2.5204,1.9144,19.6482,6.1108,3.319,10.6623,336.8806
PF3D7_1024800,402.8266,340.1845,242.3227,47.0123,169.7974,191.2709,474.9732
PF3D7_1024900,4.6483,1.9167,4.2052,1.1841,0.8394,2.3021,4.1534
PF3D7_1025000,64.1297,29.1784,51.5611,67.7103,18.0481,44.664,163.5412
PF3D7_1025100,17.4818,7.3877,50.0685,28.6828,13.1169,18.4919,151.1513
PF3D7_1025200,2.6766,1.6018,10.3582,2.7404,7.5193,35.9276,9.7841
PF3D7_1025300,2.6012,7.9319,18.6038,3.8211,1.5885,7.6667,9.6004
PF3D7_1025400,2.2787,0.35,15.8445,12.6157,3.3177,18.9498,66.5763
PF3D7_1025500,2.1657,0.284,3.4478,0.5944,2.1734,14.1282,46.6539
PF3D7_1025600,4.6053,0.7773,41.1454,5.7629,44.2038,168.6889,274.3399
PF3D7_1025700,3.7017,2.1088,30.2025,7.2956,40.9464,78.3744,166.2091
PF3D7_1025800,2.0468,0,23.7998,7.2036,134.2287,158.7102,48.0094
PF3D7_1025900,5.0678,4.405,47.9,65.2399,13.7325,50.4818,311.9689
PF3D7_1026000,39.7669,131.4981,90.2034,12.3808,18.5298,71.371,110.1881
PF3D7_1026100,6.7807,3.3885,1.688,0,92.8639,1106.9019,229.6014
PF3D7_1026200,4.1353,6.6412,13.459,1.1643,6.4725,24.4124,25.338
PF3D7_1026300,3.2873,3.2743,8.9967,1.1351,2.5156,11.6059,199.1042
PF3D7_1026400,2.8804,0.4375,5.4043,0.811,8.6179,9.0945,85.7085
