ID,Ring,Early Trophozoite,Late Trophozoite,Schizont,Gametocyte II,Gametocyte V,Ookinete
PF3D7_0414000,2.5353,7.7033,26.0059,6.0718,8.9032,41.5675,46.8721
PF3D7_0414100,1.1942,3.4149,3.4887,0.7911,1.628,5.8275,1.2553
PF3D7_0414200.1,1.1521,0.175,7.8112,1.9464,4.8552,17.547,0
PF3D7_0414200.2,1.1521,0.175,7.2663,1.9464,4.6124,17.333,0
PF3D7_0414300,19.7074,20.349,33.2561,6.0689,19.4638,65.7683,4.1272
PF3D7_0414400,1.0512,0.7186,0.2486,0,0.4429,4.0024,0
PF3D7_0414500,5.8312,1.4522,4.4461,3.2297,64.1494,33.555,38.4377
PF3D7_0414600,3.0962,2.7998,76.7118,61.8541,30.9097,93.9246,262.8316
PF3D7_0414700,3.4685,4.7256,21.7011,13.3314,3.828,17.741,21.4002
PF3D7_0414800,1.0438,0.3964,6.1718,9.797,0.1832,2.1002,23.3188
PF3D7_0414900,16.0112,2.9686,175.0171,475.298,13.9455,5.3853,74.35
PF3D7_0415000,51.8278,12.8674,38.258,5.6719,18.5213,33.1625,2.4546
PF3D7_0415100,30.5936,3.2559,7.4207,0.7099,7.6147,59.5513,2.253
PF3D7_0415200,3.9465,2.5439,14.5518,4.914,1.5901,7.5925,8.8512
PF3D7_0415300,55.6996,74.3797,40.2447,8.481,12.8298,30.142,35.5004
PF3D7_0415400,35.462,20.1072,55.2543,35.1568,117.8631,296.5306,69.1756
PF3D7_0415500,49.0106,42.8508,46.6898,18.3433,57.871,77.1369,57.553
PF3D7_0415600,3.6308,1.7237,2.6237,0.4259,8.9251,68.9796,48.6655
PF3D7_0415700,2.0335,1.0869,11.8745,5.7255,1.4281,6.0847,4.0379
PF3D7_0415800,2.6613,0.4224,4.9161,3.6906,1.7156,34.9311,16.5042
PF3D7_0415900,2079.4863,3005.1036,1316.5208,456.5607,2032.8531,620.8345,1007.4667
PF3D7_0416000,34.1361,66.2581,197.7818,323.1331,167.6734,109.973,99.7083
PF3D7_0416100,6.2271,18.8559,70.516,59.3508,8.732,36.9227,54.1381
PF3D7_0416200,37.3053,34.4356,39.9585,15.0723,29.2549,34.9531,502.2531
PF3D7_0416300,3.8451,5.4807,26.0831,8.8213,2.3754,9.9405,319.402
PF3D7_0416400,14.2774,39.142,151.0625,71.6116,17.892,28.4912,355.3355
PF3D7_0416500,2.7658,0.8132,24.7575,19.0916,30.5473,80.6149,86.1005
PF3D7_0416600,3.6245,0.7341,14.9533,4.082,19.4739,63.3903,3.2387
PF3D7_0416700,17.398,45.5189,102.4064,26.1254,89.1983,165.1515,114.0034
PF3D7_0416800,215.0864,403.5761,794.9099,680.716,357.4516,241.4211,415.6321
PF3D7_0416900,15.5813,18.8819,9.7245,3.4772,2.95,21.7904,40.2282
PF3D7_0417000,3.6561,2.2025,1.8883,0.3549,46.0866,153.3661,245.0173
PF3D7_0417100,1.7566,0.2052,0.1065,0,3.7724,23.591,35.3179
PF3D7_0417200,4.0566,4.3833,60.4907,16.8914,10.4733,11.938,179.9651
PF3D7_0417300,34.6227,46.6069,37.0975,7.8083,12.508,23.0974,68.5337
PF3D7_0417400,45.0344,50.6822,22.2886,9.8693,8.4846,40.9559,13.4333
PF3D7_0417500,12.0673,37.9101,248.4427,372.4191,295.3529,100.3094,98.9286
PF3D7_0417600,2.4977,0.2616,5.6354,0.97,3.7654,23.0744,34.632
PF3D7_0417700,1.9632,0.2571,6.5106,1.906,10.3409,52.6802,34.4792
PF3D7_0417800,6.1141,11.5915,40.1265,7.8376,16.3384,23.5417,44.639
PF3D7_0417900,2.9996,1.1918,0.9822,0.3898,4.4727,30.0409,12.9893
PF3D7_0418000,3.1509,0.8806,6.9024,4.4659,5.0429,29.789,31.7464
PF3D7_0418100,34.9677,17.171,10.963,1.1279,4.1299,16.7407,19.1767
PF3D7_0418200,76.0657,70.0711,76.8048,20.0497,27.2795,42.607,28.1995
PF3D7_0418300,559.9606,740.1292,811.0858,941.8173,92.1773,30.6201,655.653
PF3D7_0418400,6.9592,22.1053,8.9771,0.8906,14.9959,118.6741,80.5561
PF3D7_0418500,14.8068,22.2127,44.793,9.3801,50.1106,254.8887,69.4605
PF3D7_0418600,3.9257,1.2479,16.6599,18.8441,0.9656,2.9068,27.8157
PF3D7_0418700,43.7087,31.4381,14.5332,5.5,4.4374,19.7274,81.8206
PF3D7_0418800,3.9842,0.4035,0.6281,0,317.0396,3290.0536,610.5634
PF3D7_0418900,3.1553,0.9986,9.2585,1.4806,8.8641,21.0802,104.5532
PF3D7_0419000,1.6569,0.2397,7.2152,1.3329,28.4277,46.5999,78.2584
PF3D7_0419100,2.0026,2.2817,4.4401,0.7048,10.6805,15.8074,6.7104
PF3D7_0419200,9.9054,5.4018,19.2212,11.4417,46.0217,102.8331,20.4253
PF3D7_0419300,3.2088,0.6855,33.8333,17.5047,8.8737,13.8747,17.4723
PF3D7_0419400,2.1949,0.342,20.0319,19.1741,1.2006,4.3379,14.144
PF3D7_0419500,10.1083,3.7898,12.6169,6.2029,6.4166,34.0572,8.6848
PF3D7_0419600,444.5474,219.5316,443.2774,137.3676,133.4517,107.2858,819.8956
PF3D7_0419700,13.1285,0.9728,29.2814,38.4668,8.4333,57.1907,18.5978
PF3D7_0419800,155.9215,42.6007,36.5737,22.7357,47.793,289.7195,41.3246
PF3D7_0419900,34.2916,22.5151,25.2406,16.0106,4.2217,24.972,16.1139
PF3D7_0420000,34.3109,39.226,17.7389,4.5919,3.6972,20.551,45.5171
PF3D7_0420100,59.1891,81.38,43.7847,20.8734,28.0909,29.0921,84.9416
PF3D7_0420200,5.965,1.2437,6.1775,0,2.1562,39.9151,45.462
PF3D7_0420300,64.0531,101.0804,88.4575,69.0642,8.3569,17.5327,360.1876
PF3D7_0420400,3.3883,3.2666,5.8559,3.6693,19.0835,53.7327,29.6944
PF3D7_0420500,2.0982,0.1328,6.4785,4.9231,99.8392,406.7447,0
PF3D7_0420600,3.2218,3.2481,29.9239,27.049,13.0829,60.4902,0
PF3D7_0420700,7.3373,1.3135,0.586,1.001,0.2724,0.2551,4.3323
PF3D7_0420800,0,0,0,0,0,0,0
PF3D7_0420900,1.2957,0.384,0.0498,0.2669,0.0332,0.0586,0
PF3D7_0421000,0,0,0,0,0,0,0
PF3D7_0421100,8.1169,9.9325,0.2262,1.2571,0.1847,0.3109,1.0686
PF3D7_0421200,4.5124,0,0.079,0,0.1056,0.3724,0
PF3D7_0421300,31.8302,18.6602,0.9126,2.5006,2.6899,3.0633,19.3438
PF3D7_0421400,0.7564,13.7897,2.3852,4.2595,8.7657,1.4048,0
PF3D7_0421500,2.9943,2.4312,0.0813,0,0.2175,6.0405,0
PF3D7_0421600,2.658,0.4282,0.3174,1.1339,0,0.5235,0
PF3D7_0421700,1.976,0.1228,0.0708,0.2023,2.498,21.1856,22.6326
PF3D7_0421800,1.228,0.6218,0,0,10.3501,134.1908,87.7887
PF3D7_0421900,1.9331,0.367,0.7619,0,95.2059,1977.7793,336.8284
PF3D7_0422000,4.5386,4.5965,15.1633,1.217,48.3824,186.247,66.6254
PF3D7_0422100,27.5844,15.2008,28.9936,10.1523,8.8318,58.0113,44.7046
PF3D7_0422200,15.3161,15.3422,10.053,4.5514,5.5045,45.83,22.7608
PF3D7_0422300,65.1943,46.4728,677.3639,168.5697,689.5712,217.0867,349.5248
PF3D7_0422400,439.3255,609.5979,463.2671,66.4593,394.2218,352.7893,346.3742
PF3D7_0422500,51.1713,70.9344,37.0857,9.6096,13.5152,16.4876,58.3986
PF3D7_0422600,12.0922,5.2485,13.2287,5.5585,21.0581,30.9372,19.8458
PF3D7_0422700,49.9247,49.6836,85.1671,7.5169,14.0627,16.7759,62.0246
PF3D7_0422800,1.9208,0.8417,11.5894,6.0321,9.8841,34.0273,44.5583
PF3D7_0422900,1.7183,2.3928,8.6919,0.8063,38.6179,467.1315,403.0426
PF3D7_0423000,13.865,4.3544,17.446,9.0087,32.022,261.593,117.9346
PF3D7_0423100,49.9453,21.5757,82.8506,37.322,73.3136,273.2254,104.697
PF3D7_0423200,7.1116,1.9292,27.23,13.5871,31.8406,222.6479,78.297
PF3D7_0423300,3.5744,0.277,27.7753,34.7106,4.4572,187.9123,872.1364
PF3D7_0423400,4.3096,1.6973,133.7541,1354.9564,38.1701,82.2628,158.3117
PF3D7_0423500,17.3513,6.9441,807.9801,2415.9008,462.2889,386.2743,293.8305
PF3D7_0423600,20.2994,22.596,13.5365,4.3731,7.7949,26.3626,79.2235
PF3D7_0423700,14.4771,19.4851,652.7207,157.3246,2244.897,73.1153,524.2495
PF3D7_0423800,5.4638,0.5096,33.4755,39.404,1.1108,4.1836,82.2264
PF3D7_0423900,13.3261,4.1238,11.6724,5.5585,4.4196,3.8958,36.384
PF3D7_0424000,18.7978,123.1896,19.7844,3.0967,2.3173,1.0213,5.3606
PF3D7_0424100,3.7635,2.307,11.8673,8.3655,0.1391,0.5518,33.6287
PF3D7_0424200,2.3305,0.431,3.898,0.97,0.4056,0.8468,5.1608
PF3D7_0424300,3.234,0.3139,1.8976,0.4792,0.5891,0.6322,6.8441
PF3D7_0424400,3.142,0.0666,0.1612,0,0.1385,0.4614,1.3711
PF3D7_0424500,99.8641,2.1636,1.7611,0,0.4707,4.616,0.7486
PF3D7_0424600,86.9901,2.3019,27.0763,0,2.2467,1.6677,70.7089
PF3D7_0424700,241.9506,18.1965,15.857,0,2.128,2.5363,9.9148
PF3D7_0424800,47.2784,0.1678,0.6966,0,0.5818,1.0257,2.9611
PF3D7_0424900,260.7253,3.0711,3.8634,0,0.5162,2.9581,3.2843
PF3D7_0425000,2.8461,0,0.1447,0,0.0967,0.1705,0
PF3D7_0425100,21.9586,0.2566,0,0,0,0.4705,0
PF3D7_0425200,19.7328,0.3432,0,0,0,0.2797,0
PF3D7_0425300,1.1947,0.794,0,0,0,0.416,0
PF3D7_0425400,1.7997,0.1139,0,0,0.316,0.1392,0
PF3D7_0425500,1.2549,11.5253,0.2698,0.3212,0.2403,0.3178,0
PF3D7_0425600,0.4563,1.5598,0.0899,0,0,0,0
PF3D7_0425700,1.8201,0.4066,0.0844,0,0.1127,0,0
PF3D7_0425800,13.5502,12.5756,0.6328,1.2129,0.3094,0.3091,0
PF3D7_0425900,3.1048,1.6264,1.0128,0,0.6767,0.6959,1.435
PF3D7_0426000,12.2352,2.5938,0.842,0.8657,0.6649,0.526,0.8676
PF3D7_0500100,16.4209,28.0582,4.2859,6.3006,2.0586,0.9073,1.0561
PF3D7_0500200,0,0,0,0,0,0,0
PF3D7_0500300,2.653,9.456,0.4826,0.5746,2.3649,1.137,0
PF3D7_0500400,3.062,1.5505,0.3657,2.6125,0.391,0.6031,0
PF3D7_0500500,1.9081,0.341,0.3539,0,1.0642,0.2084,0
PF3D7_0500600,3.0503,0.8581,4.3639,6.6797,1.6662,0.6294,0
PF3D7_0500700,1.8979,0.8649,0.2992,0,1.1996,0.3524,0
PF3D7_0500800,23.2781,395.0184,280.9932,3.8232,25.9535,12.3394,99.4506
PF3D7_0500900,4.3422,1.6271,14.3313,13.53,3.0496,2.6344,1.552
PF3D7_0501000,89.4565,571.6446,207.3561,12.7624,90.0269,12.0087,14.2951
PF3D7_0501100.1,296.932,127.8231,108.0195,21.1499,4.8208,5.1314,13.8871
PF3D7_0501100.2,301.8624,130.1237,110.0719,21.5484,4.9688,5.2889,14.3133
PF3D7_0501200,53.853,735.7197,351.8991,26.1094,5.6464,2.054,10.2625
PF3D7_0501300,6249.3914,2644.363,416.6482,91.3037,112.1395,20.6492,126.943
PF3D7_0501400,1577.2659,61.5837,141.3432,48.6151,17.1036,4.9003,22.2213
PF3D7_0501500,5.2063,0.2636,72.1669,189.3441,1.1883,3.7872,18.6085
PF3D7_0501600,7.151,1.1923,132.8891,143.3951,0.7349,4.454,8.182
PF3D7_0501700,3.3306,0.1331,0.7254,0.8637,1.4311,5.6159,1.1747
PF3D7_0501800,3.1662,5.3989,49.2318,10.643,3.9141,9.4806,35.0757
PF3D7_0501900,6.0118,3.8054,12.4226,4.3599,14.5859,43.0548,3.6626
PF3D7_0502000,12.1909,9.1353,12.4976,3.3862,4.5209,18.7578,4.0299
PF3D7_0502100,5.4785,3.2616,10.7386,6.2534,10.2951,33.6872,19.8458
PF3D7_0502200,13.4011,11.9055,22.1789,6.8402,10.4851,30.3473,4.2016
PF3D7_0502300,3.6245,0.2753,0.6667,0.6803,16.801,709.972,208.8984
PF3D7_0502400,169.9653,19.1376,9.5409,1.3106,17.7154,31.5557,10.1386
PF3D7_0502500,2.5146,0.2665,0.6915,0.1646,1.9714,7.4399,0.7838
PF3D7_0502600,4.066,3.623,5.6709,0.7705,3.0066,17.4994,11.5284
PF3D7_0502700,4.2177,3.2036,5.68,0.2473,1.3885,4.4878,8.244
PF3D7_0502800,12.8594,4.9796,1.9877,0,2.125,24.3512,0
PF3D7_0502900,24.7345,109.2241,185.0718,72.0022,696.4799,576.1703,67.4281
PF3D7_0503000,7.8059,26.7318,177.6189,65.5618,200.9854,1033.6236,845.864
PF3D7_0503100,4.6567,4.4214,13.1033,3.8241,1.9077,2.4023,1.7337
PF3D7_0503200,4.1897,4.6927,16.1782,5.1984,2.9175,76.857,158.9491
PF3D7_0503300,95.6046,190.9142,114.6923,21.8768,14.9474,12.653,129.8009
PF3D7_0503400,37.6249,138.3832,2050.3584,1319.8115,2110.5995,666.2104,1023.7563
PF3D7_0503500,3.5164,3.1368,5.0283,2.7629,2.4122,13.3653,13.1528
PF3D7_0503600,5.4233,0.8897,16.1093,9.6504,1.1883,2.7799,73.8528
PF3D7_0503800,116.1785,698.9841,422.5624,73.6801,468.9651,331.9349,80.9416
PF3D7_0503900,1.6269,2.5513,4.0959,1.4776,2.2115,3.1678,0
PF3D7_0504000,4.9272,24.1891,32.0478,7.3252,1.5311,3.7117,10.1301
PF3D7_0504100,2.351,2.6787,21.87,19.8588,14.6131,66.3711,44.1168
PF3D7_0504200,3.4588,12.3481,43.1359,189.1236,92.1157,108.9494,16.6894
PF3D7_0504300,2.7836,0.3524,3.9011,0.4354,22.8087,91.0487,33.1646
PF3D7_0504400,3.3139,3.3911,46.0799,8.8121,2.8122,11.1981,22.2084
PF3D7_0504500,1.891,0.2872,3.0809,2.4847,343.0602,2789.5077,701.2566
PF3D7_0504600,6.5584,1.107,93.0619,126.4381,61.1267,20.6392,42.7309
PF3D7_0504700,2.7688,0.7535,2.6846,0.2084,4.1336,23.1273,24.4104
PF3D7_0504800,3.3068,0.5951,18.5349,7.4867,3.5941,21.0373,23.8977
PF3D7_0504900,18.1019,5.8055,242.433,86.6442,2539.4926,1080.6862,261.4951
PF3D7_0505000,15.7143,32.8958,7.5949,1.2509,4.6929,15.0052,13.1638
PF3D7_0505100,13.1353,19.2735,29.1527,19.274,4.6436,12.3267,83.6263
PF3D7_0505200,5.9018,7.845,15.9929,10.3855,2.6553,12.8449,30.4876
PF3D7_0505300,1.8762,0.1295,2.5099,1.2806,1.2578,1.1087,22.0996
PF3D7_0505400,3.0992,3.3885,29.1701,18.9065,2.6218,13.6051,126.5073
PF3D7_0505500,4.9193,6.7298,80.3417,22.4802,4.287,6.1228,20.0221
PF3D7_0505600,10.9388,7.4384,17.4929,4.3998,14.4871,312.771,30.7195
PF3D7_0505700,17.1535,14.7724,43.7995,14.0865,6.0632,10.7241,50.9234
PF3D7_0505800,822.0136,916.1644,1397.8584,641.172,3265.7252,639.5267,189.3217
PF3D7_0505900,32.3301,44.7442,161.5579,29.3139,606.1367,178.099,135.8738
PF3D7_0506000,31.8376,16.5858,16.9912,7.9328,35.1727,127.2867,20.7698
PF3D7_0506100,29.3644,28.751,21.9442,1.4337,37.0144,260.0742,147.8759
PF3D7_0506200,10.0781,5.8017,7.3593,1.4934,12.2934,71.6189,18.4844
PF3D7_0506300,4.7759,5.5711,12.0343,3.6018,1.6172,5.7813,68.5849
PF3D7_0506400,2.974,0,2.8133,0.8373,47.3092,810.8443,1191.8545
PF3D7_0506500,3.3476,10.6026,9.7291,3.839,3.5082,19.1958,91.612
PF3D7_0506600,2.1899,0.7762,1.4961,1.6442,2.7684,10.4393,1.9568
PF3D7_0506700,23.848,60.274,148.5249,265.834,8.6277,21.0817,27.3001
PF3D7_0506800,64.0172,26.6576,34.4205,12.9573,6.0306,20.2907,98.2903
PF3D7_0506900,18.1305,2.8864,188.6193,212.183,20.8365,134.5635,470.6734
PF3D7_0507000,23.9633,2.7427,5.1755,2.7727,68.818,157.2936,211.1899
PF3D7_0507100,943.2094,2226.1143,1174.1762,466.7857,57.6544,37.6453,1400.2656
PF3D7_0507200,6.7784,3.7071,29.9239,28.1187,6.9029,72.7655,98.7267
PF3D7_0507300,3.3472,0.4138,5.8603,6.7943,0.246,2.0601,465.3345
PF3D7_0507400,3.1632,0.1716,20.6617,59.1638,4.2845,9.0222,66.6254
PF3D7_0507500,7.3733,2.877,39.4932,37.823,2.5005,3.4704,43.321
PF3D7_0507600,28.0286,37.0753,72.3773,19.2039,11.0588,16.5767,52.1371
PF3D7_0507700,37.4777,25.2876,52.6434,13.4432,9.8532,32.7981,87.665
PF3D7_0507800,71.6643,70.3309,36.9267,15.4521,7.029,16.9385,57.0763
PF3D7_0507900,58.9763,25.5343,26.5004,4.9815,55.2959,16.4299,7.9047
PF3D7_0508000,10.9359,1.2837,162.2305,185.0239,22.6225,421.998,26.6501
PF3D7_0508100,4.4455,0.8363,128.8978,149.3828,13.6341,19.3294,25.0591
PF3D7_0508200,3.4209,1.4848,29.2024,17.3374,245.2713,411.2551,140.1753
PF3D7_0508300,43.5204,51.3966,96.2859,23.7071,28.9621,16.4858,13.597
PF3D7_0508400,7.9642,4.393,9.4922,12.8135,2.8965,3.5217,632.8506
PF3D7_0508500,6.6335,0.8718,16.5823,19.6166,2.32,4.747,6.9768
PF3D7_0508600,27.387,9.0446,43.805,88.285,47.6678,72.2418,79.7984
PF3D7_0508700,26.7679,18.9674,19.5746,5.3223,8.5065,25.399,110.1039
PF3D7_0508800,4.5173,9.6447,57.3629,16.5002,1.8006,36.2804,24.5462
PF3D7_0508900,4.2066,2.7484,44.5621,33.2817,9.0618,13.5639,62.3324
PF3D7_0509000,25.2533,18.6515,98.5288,44.5617,98.814,191.9283,403.9861
PF3D7_0509100,6.8818,5.9077,74.8915,42.7079,17.4168,11.1741,63.5845
PF3D7_0509200,10.3669,1.1694,2.2656,0.5779,17.7336,40.3188,50.9026
PF3D7_0509300,62.9928,122.3542,39.0172,13.5131,66.0455,64.903,160.8199
PF3D7_0509400,54.4799,76.6162,18.1802,3.1256,4.4767,9.8765,11.5194
PF3D7_0509500,3.4405,3.1478,9.1845,4.6233,2.9654,52.4257,33.5372
PF3D7_0509600,10.6842,13.7086,20.6011,2.9811,2.0787,13.9438,78.0521
PF3D7_0509700,2.7239,1.4016,4.2946,0.4947,21.5682,289.1783,465.2001
PF3D7_0509800,47.22,67.8039,57.4629,29.4538,12.0309,20.4437,69.9566
PF3D7_0509900,3.5348,2.7688,8.4467,2.4881,5.5858,28.1065,5.9222
PF3D7_0510000,3.3329,2.9029,12.0861,18.0175,6.9287,14.8974,17.2732
PF3D7_0510100,4.0613,8.3376,63.7408,25.806,4.4664,16.1688,15.6317
PF3D7_0510200,12.9787,17.3846,25.23,16.8959,12.7416,13.0026,14.3404
PF3D7_0510300,4.6488,0.749,1.5547,0,206.4358,267.7861,515.4702
PF3D7_0510400,6.801,4.2048,2.3689,0.2226,1.2496,6.6093,19.079
PF3D7_0510500,7.9533,20.0744,32.4591,8.8639,3.6656,22.08,37.7544
PF3D7_0510600,1.3048,109.0251,56.5749,121.2382,8.2477,0,0
PF3D7_0510700,1.0998,0.5316,0,0,6.7414,287.7462,21.4426
PF3D7_0510800,3.0304,0.411,1.3224,0.3047,10.7177,23.116,22.4847
PF3D7_0510900,36.3376,7.5276,3.1249,0,14.6163,39.2655,17.7105
PF3D7_0511000,284.0328,287.5067,354.0421,121.8933,364.0109,1518.676,509.7618
PF3D7_0511100,3.1896,2.2025,4.8003,0,94.0858,874.0465,34.9783
PF3D7_0511200,5.1644,0.8624,66.3524,53.2133,8.103,132.038,10.8003
PF3D7_0511300,1.8894,4.3429,5.6292,1.1745,1.6286,10.2998,17.4316
PF3D7_0511400,1.5485,1.2454,1.4361,0.2564,1.3434,4.0601,12.2088
PF3D7_0511500,61.7731,81.9676,32.798,11.3529,6.0183,29.8845,40.5566
PF3D7_0511600,20.9775,2.6556,8.6621,7.5001,4.2093,7.2663,4.4629
PF3D7_0511700,38.2756,4.5518,7.0099,8.1641,12.0152,8.6166,5.1819
PF3D7_0511800,88.6292,22.9354,151.5693,51.3332,5.453,42.8871,175.7589
PF3D7_0511900,2.3324,1.5547,2.2139,0.536,1.8052,4.5528,0
PF3D7_0512000,60.6031,152.6351,111.7784,61.2314,912.4498,785.1878,334.2374
PF3D7_0512100,4.8552,2.2537,6.5917,1.5189,63.0838,323.1225,104.8446
PF3D7_0512200,9.4416,13.1748,9.3246,0.896,3.5762,45.3159,17.0626
PF3D7_0512300,14.7983,10.2278,13.6625,1.5014,12.9211,47.416,62.541
PF3D7_0512400,4.7381,1.1246,0.5836,0,3.1197,24.1998,331.4259
PF3D7_0512500,2.7224,1.0662,8.8192,3.593,3.6298,17.6176,6.2715
PF3D7_0512600,109.2353,42.6041,374.6077,181.3182,581.7677,767.7777,176.3418
PF3D7_0512700,10.8583,18.8386,9.8243,0.6948,13.1288,34.833,19.8458
PF3D7_0512800,3.8497,7.3426,6.6032,0.6551,4.167,20.5069,22.6809
PF3D7_0512900,5.8865,5.3655,16.3963,3.683,1.7914,8.1388,7.0132
PF3D7_0513000,5.4127,6.8523,15.8486,2.9028,39.9152,313.7879,215.9156
PF3D7_0513100,27.7539,7.4466,88.8218,85.9184,115.9345,625.0882,101.7888
PF3D7_0513200,39.5043,14.6782,16.2557,9.4992,3.793,16.799,34.2527
PF3D7_0513300,240.8848,632.609,847.4398,133.8131,163.4656,36.7781,348.8354
PF3D7_0513400,6.3045,6.6306,19.2107,1.3654,26.4389,61.1343,52.0003
PF3D7_0513500,8.0726,20.087,10.9721,0.7837,53.3723,156.6498,59.6963
PF3D7_0513600,7.9025,33.0735,85.1225,16.0059,31.6222,90.8455,686.1699
PF3D7_0513700,2.5529,0.6823,3.6524,0.5324,10.3097,142.2002,124.8321
PF3D7_0513800,5.3532,6.8617,109.853,25.4346,99.3964,436.9921,188.3449
PF3D7_0513900,1.9564,2.0167,15.7531,6.6887,60.653,75.6548,46.825
PF3D7_0514000,2.4795,0.565,7.2973,1.8616,4.0052,19.1878,60.9282
PF3D7_0514100,3.0886,3.0609,24.4437,13.9278,10.9817,26.9567,37.1937
PF3D7_0514200,3.8884,4.0498,18.2341,8.578,3.8852,23.8991,12.8952
PF3D7_0514300,6.2565,10.3239,17.4931,4.6859,3.2793,12.3067,14.4581
PF3D7_0514400,4.2899,91.2389,49.5999,76.4973,13.558,5.3116,0
PF3D7_0514500,4.9938,0.8565,2.0318,0.4535,164.1072,867.0455,390.8073
PF3D7_0514600,73.1157,109.0669,59.2586,27.6962,110.2798,185.6932,88.5527
PF3D7_0514700,2.0284,0.3724,0.4744,0.3138,1.5733,7.1414,3.2864
PF3D7_0514800,6.7744,5.8181,9.3457,2.4926,0.7704,5.9691,7.2226
PF3D7_0514900,39.631,12.7034,26.4305,6.695,27.9727,92.8885,22.3096
PF3D7_0515000,55.6572,89.3463,165.4863,165.8225,10.8372,27.1742,84.5962
PF3D7_0515100,4.1271,3.9456,23.9524,10.2177,39.1306,53.6555,19.0747
PF3D7_0515200,2.6766,1.1089,10.5501,0.6851,28.9665,109.8164,29.3524
PF3D7_0515300,13.7781,18.417,43.819,50.8215,8.2452,21.3194,20.7619
PF3D7_0515400,2.7855,0.3468,26.8543,33.4281,4.089,61.9954,216.0516
PF3D7_0515500,1.7379,0.22,2.0836,0.5097,9.8794,60.6905,16.5003
PF3D7_0515600,2.7536,0.6338,5.7009,3.4457,17.9914,39.751,80.8984
PF3D7_0515700,18.1213,4.858,1022.0034,1489.7062,295.0995,85.5532,253.089
PF3D7_0515800,10.2341,17.4129,43.5657,0,125.4957,156.9995,21.9471
PF3D7_0515900,3.8074,19.4411,24.929,15.7824,7.7993,39.3836,8.5053
PF3D7_0516000,3.8484,13.4953,6.927,1.4447,4.6961,19.6851,8.5968
PF3D7_0516100,5.1157,2.4217,4.1699,1.3873,3.2214,17.0241,3.4963
PF3D7_0516200,696.1499,1551.739,926.3137,566.552,1139.4971,241.9167,184.0965
PF3D7_0516300,26.2245,17.8269,9.7333,0.5746,2.2574,7.8174,17.7798
PF3D7_0516400,6.7313,27.2956,53.2278,253.3815,43.7481,223.4931,267.8896
PF3D7_0516500,8.3259,2.6251,25.0773,13.0479,58.502,516.7043,433.7419
PF3D7_0516600,12.4626,25.1834,28.4859,15.8114,4.6873,9.1059,15.9222
PF3D7_0516700,12.7646,12.8681,33.192,19.9174,4.8674,5.7691,22.7416
PF3D7_0516800,6.7427,1.8442,66.8404,23.7204,10.8938,74.3765,138.2078
PF3D7_0516900,1513.6948,6004.1422,2352.6991,1980.0514,236.7947,88.1468,280.5414
PF3D7_0517000,525.5042,1400.0117,777.4669,157.5787,658.2773,221.9034,452.3303
PF3D7_0517100,33.0453,5.9842,7.0157,1.2323,7.6848,23.0995,15.6437
PF3D7_0517200,125.7715,41.253,16.8568,3.4049,3.5324,13.323,985.0667
PF3D7_0517300,742.2381,722.6354,533.9274,169.0725,85.8186,44.6319,216.8111
PF3D7_0517400,71.8163,179.8512,251.4843,319.6474,49.9778,22.296,473.3204
PF3D7_0517500,9.301,1.987,3.8624,5.6116,14.3477,86.4487,43.9664
PF3D7_0517600,9.6193,2.2551,3.8383,5.3499,13.6368,40.0319,28.6512
PF3D7_0517700,92.7409,98.6806,91.4725,9.838,20.0922,15.052,69.5989
PF3D7_0517800,8.0074,1.5482,2.2954,1.2297,21.0124,257.6868,105.374
PF3D7_0517900,8.4354,1.9787,72.1206,55.3593,15.0286,24.7669,23.2773
PF3D7_0518000,42.2431,14.1416,27.9363,14.4605,55.5939,136.2837,80.8847
PF3D7_0518100,7.2365,10.8977,13.4169,2.6977,2.4437,12.5034,53.0589
PF3D7_0518200,5.0085,0.8009,78.9659,41.5631,55.5406,192.16,67.1301
PF3D7_0518300,57.3196,66.679,255.409,93.0921,230.7403,134.4779,38.7035
PF3D7_0518400,2.5718,0.5745,2.6237,0,9.8814,74.4586,30.4159
PF3D7_0518500,68.0442,39.763,70.3816,22.052,8.838,13.0801,53.1106
PF3D7_0518600,4.3597,0.9934,33.8743,10.9708,26.1793,53.9718,62.0863
PF3D7_0518700,2.6992,0.6415,4.053,0.672,5.0874,67.0628,93.5216
PF3D7_0518800,2.8996,0.2591,0.4033,0,450.4838,6552.7355,1586.5992
PF3D7_0518900,2.855,0.8132,0.422,0,25.1898,29.9924,413.7608
PF3D7_0519000,2.4854,6.5626,6.6243,0.9996,5.3613,23.9594,41.2443
PF3D7_0519100,15.8669,6.9776,34.4524,15.6752,66.2755,87.6308,55.9653
PF3D7_0519200,280.6741,1025.5289,1694.7292,1569.2956,2126.5383,639.0429,488.8539
PF3D7_0519300,4.9325,2.6471,31.4032,3.4719,14.4029,22.753,16.528
PF3D7_0519400,1153.7228,1063.7224,573.3749,184.2426,686.3583,362.1866,355.004
PF3D7_0519500,16.5941,69.0756,25.9314,9.0924,7.1723,23.7051,32.6033
PF3D7_0519600,16.7996,18.5991,23.6568,5.9611,2.4728,5.2144,4.3183
PF3D7_0519700,109.9771,62.1729,80.3011,21.3199,45.7735,81.8688,130.4891
PF3D7_0519800,124.6728,249.093,84.4229,34.414,44.4923,30.1387,948.0925
