[Gene ID]	[Genomic Sequence ID]	[UniProt ID]	[Entrez Gene ID]	[Gene Name or Symbol]	[Previous ID(s)]	
PF3D7_0714900	Pf3D7_07_v3	null	9221900	null	MAL7_tRNA_Ser1, MAL7_tRNA_Ser1:tRNA	
PF3D7_0715000	Pf3D7_07_v3	Q8IBV0	2655103	PNPase	PF07_0059	
PF3D7_0715100	Pf3D7_07_v3	Q8IBU9	2655104	null	PF07_0060	
PF3D7_0715200	Pf3D7_07_v3	Q8IBU8	2655105	null	PF07_0061	
PF3D7_0715300	Pf3D7_07_v3	Q8IBU7	2655022	null	MAL7P1.73	
PF3D7_0715400	Pf3D7_07_v3	Q8IBU6	2655039	PSOP20	MAL7P1.74	
PF3D7_0715500	Pf3D7_07_v3	Q8IBU5	2655040	null	MAL7P1.75	
PF3D7_0715600	Pf3D7_07_v3	Q8IBU4	2655106	null	PF07_0062	
PF3D7_0715700	Pf3D7_07_v3	Q8IBU3	2655107	null	PF07_0063	
PF3D7_0715800	Pf3D7_07_v3	Q8IBU2	2655108	null	PF07_0064	
PF3D7_0715900	Pf3D7_07_v3	Q8IBU1	2655109	null	PF07_0065	
PF3D7_0716000	Pf3D7_07_v3	Q8IBU0	2655110	null	PF07_0066	
PF3D7_0716100	Pf3D7_07_v3	Q8IBT9	2655111	SDA1	PF07_0067	
PF3D7_0716200	Pf3D7_07_v3	Q8IBT8	2655041	null	MAL7P1.76	
PF3D7_0716300	Pf3D7_07_v3	Q8IBT7	2655042	null	MAL7P1.77	
PF3D7_0716400	Pf3D7_07_v3	Q8IBT6	2655043	null	MAL7P1.78	
PF3D7_0716500	Pf3D7_07_v3	C0H4M9	2655044	null	MAL7P1.79	
PF3D7_0716600	Pf3D7_07_v3	Q8IBT4	2655112	SufS	PF07_0068	
PF3D7_0716700	Pf3D7_07_v3	Q8IBT3	2655113	null	PF07_0069	
PF3D7_0716800	Pf3D7_07_v3	Q8IBT2	2655045	null	MAL7P1.81	
PF3D7_0716900	Pf3D7_07_v3	Q8IBT1	2655114	null	PF07_0070	
PF3D7_0717000	Pf3D7_07_v3	C0H4N0	2655046	null	MAL7P1.82	
PF3D7_0717100	Pf3D7_07_v3	C0H4N1	2655047	null	MAL7P1.83	
PF3D7_0717200	Pf3D7_07_v3	C0H4N2	2655048	null	MAL7P1.84	
PF3D7_0717300	Pf3D7_07_v3	C0H4N3	2655049	null	MAL7P1.86	
PF3D7_0717400	Pf3D7_07_v3	Q8IBS6	2655115	null	PF07_0071	
PF3D7_0717500	Pf3D7_07_v3	Q8IBS5	2655116	CDPK4	PF07_0072	
PF3D7_0717600	Pf3D7_07_v3	C0H4N4	2655050	null	MAL7P1.87	
PF3D7_0717700	Pf3D7_07_v3	Q8IBS3	2655117	null	PF07_0073	
PF3D7_0717800	Pf3D7_07_v3	Q8IBS2	2655118	null	PF07_0074	
PF3D7_0717900	Pf3D7_07_v3	Q8IBS1	2655051	null	MAL7P1.88	
PF3D7_0718000	Pf3D7_07_v3	C0H4N5	2655052	null	MAL7P1.89	
PF3D7_0718100	Pf3D7_07_v3	Q8IBR9	2655053	EST	MAL7P1.91	
PF3D7_0718300	Pf3D7_07_v3	Q8IBR8	2655054	CRMP2	MAL7P1.92	
PF3D7_0718400	Pf3D7_07_v3	Q8IBR7	2654961	null	MAL7P1.93	
PF3D7_0718500	Pf3D7_07_v3	Q8IBR6	2654962	null	MAL7P1.94	
PF3D7_0718600	Pf3D7_07_v3	Q8IBR5	2654963	null	MAL7P1.95	
PF3D7_0718700	Pf3D7_07_v3	Q8IBR4	2655119	null	PF07_0075	
PF3D7_0718800	Pf3D7_07_v3	C0H4N6	2655120	null	PF07_0076	
PF3D7_0718900	Pf3D7_07_v3	C0H4N7	2654964	null	MAL7P1.97	
PF3D7_0719000	Pf3D7_07_v3	Q8IBR1	2654965	null	MAL7P1.98	
PF3D7_0719100	Pf3D7_07_v3	Q8IBR0	2654966	null	MAL7P1.99	
PF3D7_0719200	Pf3D7_07_v3	C0H4N8	2654953	NEK4	MAL7P1.100	
PF3D7_0719300	Pf3D7_07_v3	Q8IBQ9	2655121	ARP6	PF07_0077	
PF3D7_0719400	Pf3D7_07_v3	Q8IBQ8	2654955	null	MAL7P1.102	
PF3D7_0719500	Pf3D7_07_v3	Q8IBQ7	2655122	null	PF07_0078	
PF3D7_0719600	Pf3D7_07_v3	Q8IBQ6	2655123	null	PF07_0079	
PF3D7_0719700	Pf3D7_07_v3	Q8IBQ5	2655124	null	PF07_0080	
PF3D7_0719800	Pf3D7_07_v3	Q8IBQ4	2655125	null	PF07_0081	
PF3D7_0719900	Pf3D7_07_v3	Q8IBQ3	2655126	null	PF07_0082	
PF3D7_0720000	Pf3D7_07_v3	Q8IBQ2	2654956	CSL4	MAL7P1.104	
PF3D7_0720100	Pf3D7_07_v3	Q8IBQ1	2655127	null	PF07_0083	
PF3D7_0720200	Pf3D7_07_v3	Q8IBQ0	2655128	null	PF07_0084	
PF3D7_0720300	Pf3D7_07_v3	Q8IBP9	2654958	null	MAL7P1.105	
PF3D7_0720400	Pf3D7_07_v3	Q8IBP8	2655129	null	PF07_0085	
PF3D7_0720500	Pf3D7_07_v3	C0H4N9	2654959	null	MAL7P1.106	
PF3D7_0720600	Pf3D7_07_v3	Q8IBP6	2655190	null	MAL7P1.107	
PF3D7_0720700	Pf3D7_07_v3	Q8IBP4	2654930	null	MAL7P1.108, MAL7P1.109	
PF3D7_0720800	Pf3D7_07_v3	Q8IBP3	2654932	null	MAL7P1.110	
PF3D7_0720900	Pf3D7_07_v3	Q8IBP2	2654933	null	MAL7P1.111	
PF3D7_0721000	Pf3D7_07_v3	Q8IBP1	2655130	null	PF07_0086	
PF3D7_0721100	Pf3D7_07_v3	Q8IBP0	2655131	null	PF07_0087	
PF3D7_0721200	Pf3D7_07_v3	Q8IBN9	2654934	null	MAL7P1.112	
PF3D7_0721300	Pf3D7_07_v3	Q8IBN8	2654935	null	MAL7P1.113	
PF3D7_0721400	Pf3D7_07_v3	Q8IBN7	2654936	null	MAL7P1.114	
PF3D7_0721500	Pf3D7_07_v3	Q8IBN6	2654937	null	MAL7P1.115	
PF3D7_0721600	Pf3D7_07_v3	Q8IBN5	2655132	null	PF07_0088	
PF3D7_0721700	Pf3D7_07_v3	Q8IBN4	2655133	PSOP1	PF07_0089	
PF3D7_0721800	Pf3D7_07_v3	Q8IBN3	2655183	null	MAL7P1.117	
PF3D7_0721900	Pf3D7_07_v3	C0H4P0	9221872	null	PF07_0090a	
PF3D7_0722000	Pf3D7_07_v3	Q8IBN2	2655134	null	PF07_0090	
PF3D7_0722100	Pf3D7_07_v3	Q8I6Z3	2655184	null	MAL7P1.118	
PF3D7_0722200	Pf3D7_07_v3	Q8IBN1	2655185	RALP1	MAL7P1.119	
PF3D7_0722300	Pf3D7_07_v3	Q8IBN0	2655187	null	MAL7P1.120	
PF3D7_0722400	Pf3D7_07_v3	Q8IBM9	2655188	null	MAL7P1.122	
PF3D7_0722500	Pf3D7_07_v3	Q8IBM8	2655135	null	PF07_0091	
PF3D7_0722600	Pf3D7_07_v3	Q8IBM7	2655136	null	PF07_0092	
PF3D7_0722700	Pf3D7_07_v3	Q8IBM6	2655137	null	PF07_0093	
PF3D7_0722800	Pf3D7_07_v3	Q8IBM5	2655138	null	PF07_0094	
PF3D7_0722900	Pf3D7_07_v3	Q8IBM4	2655189	null	MAL7P1.123	
PF3D7_0723000	Pf3D7_07_v3	Q8IBM3	2655139	null	PF07_0095	
PF3D7_0723100	Pf3D7_07_v3	Q8IBM2	2655140	null	PF07_0096	
PF3D7_0723200	Pf3D7_07_v3	Q8IBM1	2655147	null	MAL7P1.124	
PF3D7_0723300	Pf3D7_07_v3	Q8IBM0	2655148	null	MAL7P1.125	
PF3D7_0723400	Pf3D7_07_v3	Q8IBL9	2655141	null	PF07_0097	
PF3D7_0723500	Pf3D7_07_v3	Q8IBL8	2655142	null	PF07_0098	
PF3D7_0723600	Pf3D7_07_v3	Q8IBL7	2655143	null	PF07_0099	
PF3D7_0723700	Pf3D7_07_v3	Q8IBL6	2655144	null	PF07_0100	
PF3D7_0723800	Pf3D7_07_v3	Q8IBL5	2655145	null	PF07_0101	
PF3D7_0723900	Pf3D7_07_v3	Q8IBL4	2655149	null	MAL7P1.126	
PF3D7_0724000	Pf3D7_07_v3	C0H4P1	2655150	null	MAL7P1.127, MAL7P1.128	
PF3D7_0724100	Pf3D7_07_v3	Q8IBL1	2655152	null	MAL7P1.129	
PF3D7_0724200	Pf3D7_07_v3	Q8IBL0	2655146	TAP42	PF07_0102	
PF3D7_0724300	Pf3D7_07_v3	Q8IBK9	2655154	null	MAL7P1.130	
PF3D7_0724400	Pf3D7_07_v3	Q8IBK8	2655156	PAM18	PF07_0103	
PF3D7_0724500	Pf3D7_07_v3	Q8IBK7	2655155	null	MAL7P1.131	
PF3D7_0724600	Pf3D7_07_v3	Q8IBK6	2655078	null	MAL7P1.132	
PF3D7_0724700	Pf3D7_07_v3	C0H4P2	2655080	null	MAL7P1.133, MAL7P1.134	
PF3D7_0724800	Pf3D7_07_v3	Q8IBK3	2655081	null	MAL7P1.137	
PF3D7_0724900	Pf3D7_07_v3	Q8IBK2	2655157	null	PF07_0104	
PF3D7_0725000	Pf3D7_07_v3	Q8IBK1	2655158	null	PF07_0105	
PF3D7_0725100	Pf3D7_07_v3	Q8IBK0	2655082	null	MAL7P1.138	
PF3D7_0725200	Pf3D7_07_v3	Q8IBJ9	2655083	null	MAL7P1.139	
PF3D7_0725300	Pf3D7_07_v3	Q8IBJ8	2655159	null	PF07_0106	
PF3D7_0725400	Pf3D7_07_v3	Q8IBJ7	2655085	null	MAL7P1.141	
PF3D7_0725500	Pf3D7_07_v3	Q8IBJ6	2655086	null	MAL7P1.142	
PF3D7_0725600	Pf3D7_07_v3	null	null	null	MAL7_18S, MAL7_18S:rRNA	
PF3D7_0725700	Pf3D7_07_v3	null	null	null	MAL7_ITS1, MAL7_ITS1:rRNA	
PF3D7_0725800	Pf3D7_07_v3	null	null	null	MAL7_5.8s, MAL7_5.8s:rRNA	
PF3D7_0725900	Pf3D7_07_v3	null	null	null	MAL7_ITS2, MAL7_ITS2:rRNA	
PF3D7_0726000	Pf3D7_07_v3	null	null	null	MAL7_28S, MAL7_28S:rRNA	
PF3D7_0726100	Pf3D7_07_v3	Q8IBJ5	2655160	null	PF07_0107	
PF3D7_0726200	Pf3D7_07_v3	C0H4P3	2655087	FIKK7.1	MAL7P1.144	
PF3D7_0726300	Pf3D7_07_v3	Q8IBJ3	2655088	PMS1	MAL7P1.145	
PF3D7_0726400	Pf3D7_07_v3	C0H4P4	2655089	null	MAL7P1.146	
PF3D7_0726500	Pf3D7_07_v3	Q8IBJ1	2655023	null	MAL7P1.147	
PF3D7_0726600	Pf3D7_07_v3	Q8IBJ0	2655161	null	PF07_0108	
PF3D7_0726700	Pf3D7_07_v3	Q8IBI9	2655162	null	PF07_0109	
PF3D7_0726800	Pf3D7_07_v3	C0H4P5	9221909	null	PF07_0109a	
PF3D7_0726900	Pf3D7_07_v3	Q8IBI8	2655163	TIM50	PF07_0110	
PF3D7_0727000	Pf3D7_07_v3	Q8IBI7	2655164	VPS53	PF07_0111	
PF3D7_0727100	Pf3D7_07_v3	C0H4P6	2655024	null	MAL7P1.149	
PF3D7_0727200	Pf3D7_07_v3	Q8IBI5	2655026	NFS	MAL7P1.150	
PF3D7_0727300	Pf3D7_07_v3	Q8IBI4	2655027	DNMT	MAL7P1.151	
PF3D7_0727400	Pf3D7_07_v3	Q8IBI3	2655165	null	PF07_0112	
PF3D7_0727500	Pf3D7_07_v3	Q8IBI2	2655166	null	PF07_0113	
PF3D7_0727600	Pf3D7_07_v3	C0H4P7	2655028	null	MAL7P1.152	
PF3D7_0727700	Pf3D7_07_v3	Q8IBI0	2655167	null	PF07_0114	
PF3D7_0727800	Pf3D7_07_v3	Q8IBH9	2655168	null	PF07_0115	
PF3D7_0727900	Pf3D7_07_v3	Q8IBH8	2655169	null	PF07_0116	
PF3D7_0728000	Pf3D7_07_v3	Q8IBH7	2655170	null	PF07_0117	
PF3D7_0728100	Pf3D7_07_v3	Q8IBH6	2655171	null	PF07_0118	
PF3D7_0728200	Pf3D7_07_v3	Q8IBH5	2655029	ALP3	MAL7P1.153	
PF3D7_0728300	Pf3D7_07_v3	Q8IBH4	2655172	null	PF07_0119	
PF3D7_0728400.1	Pf3D7_07_v3	Q8IBH3	2655030	null	MAL7P1.154	
PF3D7_0728400.2	Pf3D7_07_v3	null	null	null	MAL7P1.154	
PF3D7_0728500	Pf3D7_07_v3	C0H4P8	9221873	null	MAL7P1.154a	
PF3D7_0728600	Pf3D7_07_v3	Q8IBH2	2655031	null	MAL7P1.155	
PF3D7_0728700	Pf3D7_07_v3	Q8IBH1	2655032	null	MAL7P1.156	
PF3D7_0728800	Pf3D7_07_v3	Q8IBH0	2655033	null	MAL7P1.157	
PF3D7_0728900	Pf3D7_07_v3	C0H4P9	9221874	null	MAL7P1.157a	
PF3D7_0729000	Pf3D7_07_v3	C0H4Q0	2655034	SRP9	MAL7P1.158	
PF3D7_0729100	Pf3D7_07_v3	C0H4Q1	2655173	null	PF07_0120	
PF3D7_0729200	Pf3D7_07_v3	Q5MYR6	2655035	AOP	MAL7P1.159	
PF3D7_0729300	Pf3D7_07_v3	Q8IBG6	2655174	NMD3	PF07_0121	
PF3D7_0729400	Pf3D7_07_v3	Q8IBG5	2655175	null	PF07_0122	
PF3D7_0729500	Pf3D7_07_v3	Q8I6Z2	2655176	null	PF07_0123	
PF3D7_0729600	Pf3D7_07_v3	Q8IBG4	2655037	null	MAL7P1.160	
PF3D7_0729700	Pf3D7_07_v3	Q8IBG3	2655177	null	PF07_0124	
PF3D7_0729800	Pf3D7_07_v3	Q8IBG2	2655038	null	MAL7P1.161	
PF3D7_0729900	Pf3D7_07_v3	Q8IBG1	2654986	null	MAL7P1.162	
PF3D7_0730000	Pf3D7_07_v3	Q8IBG0	2654987	null	MAL7P1.163	
PF3D7_0730100	Pf3D7_07_v3	Q8IBF9	2655178	null	PF07_0125	
PF3D7_0730200	Pf3D7_07_v3	Q8IBF8	2654988	null	MAL7P1.164	
PF3D7_0730300	Pf3D7_07_v3	Q8IBF6	2655179	AP2-L	PF07_0126	
PF3D7_0730400	Pf3D7_07_v3	Q8IBF5	2655180	null	PF07_0127	
PF3D7_0730500	Pf3D7_07_v3	Q8IBF4	2654990	null	MAL7P1.167	
PF3D7_0730600	Pf3D7_07_v3	null	9221875	null	MAL7_tRNA_Val1, MAL7_tRNA_Val1:tRNA	
PF3D7_0730700	Pf3D7_07_v3	null	9221904	null	MAL7_tRNA_Thr2, MAL7_tRNA_Thr2:tRNA	
PF3D7_0730800.1	Pf3D7_07_v3	null	null	null	MAL7P1.170	
PF3D7_0730800.2	Pf3D7_07_v3	Q8IBF3	2654992	null	MAL7P1.170	
PF3D7_0730900	Pf3D7_07_v3	Q8IBF2	2654993	PTP4	MAL7P1.171	
PF3D7_0731000	Pf3D7_07_v3	null	null	null	PF07TR004, PF07TR004:ncRNA	
PF3D7_0731100	Pf3D7_07_v3	Q8IBF1	2654994	PTP2	MAL7P1.172	
PF3D7_0731200	Pf3D7_07_v3	Q8IBF0	2654995	null	MAL7P1.173	
PF3D7_0731300	Pf3D7_07_v3	Q8IBE9	2654996	PfG174	MAL7P1.174	
PF3D7_0731400	Pf3D7_07_v3	null	2654997	FIKK7.2	MAL7P1.175	
PF3D7_0731500	Pf3D7_07_v3	Q8IBE8	2654998	EBA175	MAL7P1.176, PF07_0128	
PF3D7_0731600	Pf3D7_07_v3	Q8I6Z1	2655181	ACS5	PF07_0129	
PF3D7_0731700	Pf3D7_07_v3	Q8IBE7	2654999	null	MAL7P1.177	
PF3D7_0731800	Pf3D7_07_v3	C0H4Q4	2654938	GEXP08	MAL7P1.178	
PF3D7_0731900	Pf3D7_07_v3	null	9221876	RIF	MAL7P1.179	
PF3D7_0732000	Pf3D7_07_v3	Q8IBE5	2655182	null	PF07_0130	
PF3D7_0732100	Pf3D7_07_v3	null	2654941	VAR	MAL7P1.183, PF07_0131	
PF3D7_0732200	Pf3D7_07_v3	Q8IBE4	4794188	RIF	1791.m00049, PF07_0132	
PF3D7_0732300	Pf3D7_07_v3	Q8IBE3	2654945	RIF	MAL7P1.184, PF07_0133	
PF3D7_0732400	Pf3D7_07_v3	Q8IBE2	4794189	RIF	1791.m00047, PF07_0134	
PF3D7_0732500	Pf3D7_07_v3	C0H4Q5	4794190	RIF	MAL7P1.185, PF07_0135	
PF3D7_0732600	Pf3D7_07_v3	null	9221920	null	MAL7P1.350	
PF3D7_0732700	Pf3D7_07_v3	C0H4Q7	4794191	RIF	MAL7P1.210, PF07_0136	
PF3D7_0732800	Pf3D7_07_v3	C0H4Q8	2654943	null	MAL7P1.186, MAL7P1.211, PF07_0137	
PF3D7_0732900	Pf3D7_07_v3	Q8IBD9	4794192	RIF	1842.m00016, PF07_0138	
PF3D7_0733000	Pf3D7_07_v3	Q8IBD8	2654949	VAR	MAL7P1.187, PF07_0139	
PF3D7_0800100	Pf3D7_08_v3	Q8IAK1	4794199	VAR	MAL8P1.168, PF08_0142	
PF3D7_0800200	Pf3D7_08_v3	Q8IAK2	2655302	VAR	MAL8P1.167, PF08_0141	
PF3D7_0800300	Pf3D7_08_v3	Q8IAK3	2655305	VAR	MAL8P1.166, PF08_0140	
PF3D7_0800400	Pf3D7_08_v3	null	null	RIF	null	
PF3D7_0800500	Pf3D7_08_v3	Q8IAK4	2655306	RIF	PF08_0138	
PF3D7_0800600	Pf3D7_08_v3	Q8IAK5	2655361	null	MAL8P1.163	
PF3D7_0800700	Pf3D7_08_v3	C0H4Y2	2655360	SURF8.3	3D7Surf8.3, MAL8P1.162	
PF3D7_0800800	Pf3D7_08_v3	Q8IAK7	2655359	null	MAL8P1.161	
PF3D7_0800900	Pf3D7_08_v3	C0H4Y3	2655358	null	MAL8P1.160	
PF3D7_0801000	Pf3D7_08_v3	Q8IAK9	2655336	null	PF08_0137	
PF3D7_0801100	Pf3D7_08_v3	null	null	null	MAL8b_28s, MAL8b_28s:ncRNA	
PF3D7_0801200	Pf3D7_08_v3	null	null	null	PF08_tmp2, PF08_tmp2:ncRNA	
PF3D7_0801300	Pf3D7_08_v3	Q8IAL0	2655335	WARP	PF08_0136b	
PF3D7_0801400	Pf3D7_08_v3	Q8IAL1	2655334	null	PF08_0136	
PF3D7_0801500	Pf3D7_08_v3	Q8IAL3	2655333	null	PF08_0135	
PF3D7_0801600	Pf3D7_08_v3	Q8IAL4	2655332	null	PF08_0134	
PF3D7_0801700	Pf3D7_08_v3	C0H4Y4	2655355	SENP2	MAL8P1.157	
PF3D7_0801800	Pf3D7_08_v3	Q8IAL6	2655403	null	MAL8P1.156	
PF3D7_0801900	Pf3D7_08_v3	C0H4R0	2655401	null	MAL8P1.154, PF08_0133	
PF3D7_0802000	Pf3D7_08_v3	Q8IAM0	2655330	GDH3	PF08_0132	
PF3D7_0802100	Pf3D7_08_v3	Q8IAM1	2655400	ApiAP2	MAL8P1.153	
PF3D7_0802200	Pf3D7_08_v3	Q8IAM2	2655354	1-CysPxn	PF08_0131	
PF3D7_0802300	Pf3D7_08_v3	Q8IAM3	2655329	null	PF08_0130	
PF3D7_0802400	Pf3D7_08_v3	Q8IAM4	2655399	null	MAL8P1.152	
PF3D7_0802500	Pf3D7_08_v3	C0H4Q9	2655398	null	MAL8P1.151	
PF3D7_0802600	Pf3D7_08_v3	C0H4R1	2655397	ACbeta	MAL8P1.150	
PF3D7_0802700	Pf3D7_08_v3	Q8IAM7	2655395	null	MAL8P1.149	
PF3D7_0802800	Pf3D7_08_v3	Q8IAM8	2655328	CNA	PF08_0129	
PF3D7_0802900	Pf3D7_08_v3	C0H4R2	2655372	null	MAL8P1.148	
PF3D7_0803000	Pf3D7_08_v3	Q8IAN0	2655327	CYP81	PF08_0128	
PF3D7_0803100	Pf3D7_08_v3	Q8IAN1	2655326	null	PF08_0127	
PF3D7_0803200	Pf3D7_08_v3	Q8IAN2	2655371	null	MAL8P1.146	
PF3D7_0803300	Pf3D7_08_v3	Q8IAN3	2655370	MORG1	MAL8P1.145	
PF3D7_0803400	Pf3D7_08_v3	Q8IAN4	2655325	RAD54	PF08_0126	
PF3D7_0803500	Pf3D7_08_v3	Q8IAN5	2655369	null	MAL8P1.144	
PF3D7_0803600	Pf3D7_08_v3	Q8IAN6	2655368	null	MAL8P1.143	
PF3D7_0803700	Pf3D7_08_v3	Q8IAN7	2655324	g-tub	PF08_0125	
PF3D7_0803800	Pf3D7_08_v3	Q7K6A9	2655367	null	MAL8P1.142	
PF3D7_0803900	Pf3D7_08_v3	null	null	null	PF3D7_08ncRNA1, PF3D7_08ncRNA1.1	
PF3D7_0804000	Pf3D7_08_v3	Q8IAN8	2655323	null	PF08_0124	
PF3D7_0804100	Pf3D7_08_v3	null	null	null	PF3D7_08_snoR06, PF3D7_08_snoR06.1	
PF3D7_0804200	Pf3D7_08_v3	null	null	null	PF3D7_08ncRNA2, PF3D7_08ncRNA2.1	
PF3D7_0804300	Pf3D7_08_v3	Q8IAN9	2655408	null	MAL8P1.141	
PF3D7_0804400	Pf3D7_08_v3	Q8IAP0	2655407	METAP1c	MAL8P1.140	
PF3D7_0804500	Pf3D7_08_v3	Q8IAP1	2655405	null	MAL8P1.139	
PF3D7_0804600	Pf3D7_08_v3	C0H4R3	2655322	null	PF08_0123	
PF3D7_0804700	Pf3D7_08_v3	Q8IAP3	2655321	null	PF08_0122	
PF3D7_0804800	Pf3D7_08_v3	Q8I6S4	2655320	CYP24	PF08_0121	
PF3D7_0804900	Pf3D7_08_v3	Q8IAP4	2655319	null	PF08_0120	
PF3D7_0805000	Pf3D7_08_v3	C0H4R4	2655404	null	MAL8P1.138	
PF3D7_0805100	Pf3D7_08_v3	Q8IAP6	2655226	null	MAL8P1.137	
PF3D7_0805200	Pf3D7_08_v3	Q8IAP7	2655318	GAMER	PF08_0119	
PF3D7_0805300	Pf3D7_08_v3	Q8IAP8	2655317	null	PF08_0118	
PF3D7_0805400	Pf3D7_08_v3	C0H4R5	9221952	null	MAL8P1.200	
PF3D7_0805500	Pf3D7_08_v3	C0H4R6	9221934	null	MAL8P1.201	
PF3D7_0805600	Pf3D7_08_v3	C0H4R7	9221935	null	MAL8P1.202	
PF3D7_0805700	Pf3D7_08_v3	C0H4R8	9221936	FIKK8	MAL8P1.203	
PF3D7_0805800	Pf3D7_08_v3	C0H4R9	2655225	null	MAL8P1.136, MAL8P1.136a	
PF3D7_0805900	Pf3D7_08_v3	null	null	null	MAL8P1.136	
PF3D7_0806000	Pf3D7_08_v3	C0H4S0	2655316	null	PF08_0117	
PF3D7_0806100	Pf3D7_08_v3	Q8IAQ1	2655315	null	PF08_0116	
PF3D7_0806200	Pf3D7_08_v3	C0H4S1	2655410	null	MAL8P1.135	
PF3D7_0806300	Pf3D7_08_v3	C0H4S2	2655409	null	MAL8P1.134	
PF3D7_0806400	Pf3D7_08_v3	Q8IAQ4	2655224	null	MAL8P1.133	
PF3D7_0806500	Pf3D7_08_v3	Q8IAQ5	2655314	null	PF08_0115	
PF3D7_0806600	Pf3D7_08_v3	C0H4S3	2655223	null	MAL8P1.132	
PF3D7_0806700	Pf3D7_08_v3	C0H4S4	2655313	null	PF08_0114	
PF3D7_0806800	Pf3D7_08_v3	Q8IAQ8	4794196	null	PF08_0113	
PF3D7_0806900	Pf3D7_08_v3	Q8IAQ9	2655312	null	PF08_0112	
PF3D7_0807000	Pf3D7_08_v3	C0H4S5	2655220	null	MAL8P1.131	
PF3D7_0807100	Pf3D7_08_v3	Q8IAR1	2655311	null	PF08_0111	
PF3D7_0807200	Pf3D7_08_v3	C0H4S6	2655219	null	MAL8P1.130	
PF3D7_0807300	Pf3D7_08_v3	Q7K6B0	2655310	RAB18	MAL8P1.129, PF08_0110	
PF3D7_0807400	Pf3D7_08_v3	C0H4S7	9221959	null	MAL8P1.300	
PF3D7_0807500	Pf3D7_08_v3	Q8IAR3	2655251	null	MAL8P1.128	
PF3D7_0807600	Pf3D7_08_v3	C0H4S8	2655250	null	MAL8P1.127	
PF3D7_0807700	Pf3D7_08_v3	Q8IAR5	2655249	DegP	MAL8P1.126	
PF3D7_0807800	Pf3D7_08_v3	Q8IAR6	2655309	RPN10	PF08_0109	
PF3D7_0807900	Pf3D7_08_v3	Q8IAR7	2655248	TyrRS	MAL8P1.125	
PF3D7_0808000	Pf3D7_08_v3	C0H4S9	2655246	null	MAL8P1.124	
PF3D7_0808100	Pf3D7_08_v3	C0H4T0	2655245	null	MAL8P1.123	
PF3D7_0808200	Pf3D7_08_v3	Q8IAS0	2655308	null	PF08_0108	
PF3D7_0808300	Pf3D7_08_v3	Q8IAS1	2655242	null	MAL8P1.122	
PF3D7_0808400	Pf3D7_08_v3	C0H4T1	2655241	null	MAL8P1.121, MAL8P1.121:exon:1	
PF3D7_0808500	Pf3D7_08_v3	null	null	null	MAL8P1.121a, MAL8P1.121a.1	
PF3D7_0808600	Pf3D7_08_v3	Q8IAS3	4794195	VAR	MAL8P1.119, PF08_0107	
PF3D7_0808700	Pf3D7_08_v3	Q8IAS4	2655304	VAR	MAL8P1.118, PF08_0106	
PF3D7_0808800	Pf3D7_08_v3	Q8IAS5	4794194	RIF	PF08_0105	
PF3D7_0808900	Pf3D7_08_v3	Q8IAS6	2655307	RIF	MAL8P1.117, PF08_0104	
PF3D7_0809000	Pf3D7_08_v3	null	null	null	PF3D7_new_RUF6_10, PF3D7_new_RUF6_10.1	
PF3D7_0809100	Pf3D7_08_v3	Q8IAS7	2655303	VAR	PF08_0103	
PF3D7_0809200	Pf3D7_08_v3	Q8IAS8	2655301	pfa55-14	PF08_0102	
PF3D7_0809300	Pf3D7_08_v3	null	null	null	PF08TR001, PF08TR001:ncRNA	
PF3D7_0809400	Pf3D7_08_v3	Q8IAS9	2655300	null	PF08_0101	
PF3D7_0809500	Pf3D7_08_v3	C0H4T2	2655238	null	MAL8P1.114	
PF3D7_0809600	Pf3D7_08_v3	C0H4T3	2655237	null	MAL8P1.113	
PF3D7_0809700	Pf3D7_08_v3	Q8IAT2	2655299	RUVB1	PF08_0100	
PF3D7_0809800	Pf3D7_08_v3	C0H4T4	2655236	null	MAL8P1.112, MAL8P1.112:exon:3	
PF3D7_0809900	Pf3D7_08_v3	Q8IAT4	2655235	JmjC1	MAL8P1.111	
PF3D7_0810000	Pf3D7_08_v3	Q8IAT5	2655298	null	PF08_0099	
PF3D7_0810100	Pf3D7_08_v3	C0H4T5	2655253	null	MAL8P1.110	
PF3D7_0810200	Pf3D7_08_v3	Q8IAT7	2655297	ABCK1	PF08_0098	
PF3D7_0810300	Pf3D7_08_v3	C0H4T6	2655471	null	MAL8P1.109	
PF3D7_0810400	Pf3D7_08_v3	C0H4T7	2655296	AQP2	PF08_0097	
PF3D7_0810500	Pf3D7_08_v3	Q8IAU0	2655394	null	MAL8P1.108	
PF3D7_0810600	Pf3D7_08_v3	Q8IAU1	2655295	null	PF08_0096	
PF3D7_0810700	Pf3D7_08_v3	C0H4T8	2655374	null	MAL8P1.107	
PF3D7_0810800	Pf3D7_08_v3	Q8IAU3	2655294	DHPS	PF08_0095	
PF3D7_0810900.1	Pf3D7_08_v3	Q8IAU4	2655373	null	MAL8P1.106	
PF3D7_0810900.2	Pf3D7_08_v3	null	null	null	MAL8P1.106	
PF3D7_0811000	Pf3D7_08_v3	Q8IAU5	2655293	CUL1	PF08_0094	
PF3D7_0811100	Pf3D7_08_v3	Q8IAU6	2655292	null	PF08_0093	
PF3D7_0811200	Pf3D7_08_v3	Q8IAU7	2655239	null	MAL8P1.105	
